H1,613.9
H3,388789632
H5,7.99E-23
H6,2.85E-22
He5,7.60E-22
He6,0.8067
He7,3.04E-21
He8,0.1191
He10,1.52E-21
Li4,7.56E-23
Li5,3.04E-22
Li8,0.8399
Li9,0.1783
Li11,0.00875
Be6,4.95E-21
Be7,4598208
Be8,8.18E-17
Be10,4.77E+13
Be11,13.76
Be12,0.02147
Be13,2.70E-21
Be14,0.00435
Be15,7.86E-22
Be16,5.70E-22
B7,3.26E-22
B8,0.77
B9,8.44E-19
B12,0.0202
B13,0.01733
B14,0.01236
B15,0.01018
B17,0.00508
B19,0.00292
C8,1.98E-21
C9,0.1265
C10,19.308
C11,1221.84
C14,1.80E+11
C15,2.449
C16,0.747
C17,0.191
C18,0.092
C19,0.0462
C20,0.0162
C22,0.0061
N11,5.49E-22
N12,0.011
N13,597.9
N16,7.13
N17,4.171
N18,0.619
N19,0.336
N20,0.136
N21,0.0848
N22,0.0195
N23,0.0141
O12,1.14E-21
O13,0.00858
O14,70.62
O15,122.24
O19,26.88
O20,13.51
O21,3.42
O22,2.25
O23,0.097
O24,0.072
O25,6.30E-21
O26,4.50E-12
F14,5.01E-22
F15,6.90E-22
F16,1.14E-20
F17,64.49
F18,6586.2
F20,11.07
F21,4.158
F22,4.23
F23,2.23
F24,0.382
F25,0.08
F26,0.0082
F27,0.005
F28,4.60E-20
F29,0.00267
Ne16,9.00E-21
Ne17,0.1092
Ne18,1.667
Ne19,17.22
Ne23,37.24
Ne24,202.8
Ne25,0.602
Ne26,0.197
Ne27,0.0315
Ne28,0.02
Ne29,0.015
Ne30,0.00739
Ne31,0.0034
Ne32,0.0035
Ne34,0.00000006
Na18,1.30E-21
Na20,0.4479
Na21,22.49
Na22,82106563.68
Na24,53989.2
Na25,59.1
Na26,1.07128
Na27,0.301
Na28,0.0305
Na29,0.0441
Na30,0.048
Na31,0.0174
Na32,0.0132
Na33,0.0081
Na34,0.005
Na35,0.0018
Mg19,4.00E-12
Mg20,0.0908
Mg21,0.122
Mg22,3.8755
Mg23,11.317
Mg27,567.48
Mg28,75294
Mg29,1.3
Mg30,0.317
Mg31,0.236
Mg32,0.086
Mg33,0.0894
Mg34,0.02
Mg35,0.0113
Mg36,0.0058
Mg37,0.008
Al22,0.0911
Al23,0.47
Al24,2.053
Al25,7.183
Al26,2.26E+13
Al28,134.7
Al29,393.6
Al30,3.62
Al31,0.644
Al32,0.0319
Al33,0.0417
Al34,0.0563
Al35,0.0376
Al36,0.094
Al37,0.0107
Al38,0.0076
Al39,0.0076
Si22,0.029
Si23,0.0423
Si24,0.1405
Si25,0.22
Si26,2.2453
Si27,4.15
Si31,9441.6
Si32,4828312800
Si33,6.11
Si34,2.77
Si35,0.78
Si36,0.45
Si37,0.09
Si38,0.095
Si39,0.0475
Si40,0.033
Si41,0.02
Si42,0.0125
P26,0.0437
P27,0.26
P28,0.2703
P29,4.142
P30,149.88
P32,1232755.2
P33,2190240
P34,12.43
P35,47.3
P36,5.6
P37,2.31
P38,0.64
P39,0.28
P40,0.15
P41,0.101
P42,0.0485
P43,0.0365
P44,0.0185
P45,0.0000002
P46,0.0000002
S27,0.0155
S28,0.125
S29,0.188
S30,1.178
S31,2.5534
S35,7548768
S37,303
S38,10218
S39,11.5
S40,8.8
S41,2.6
S42,1.03
S43,0.273
S44,0.1
S45,0.068
S46,0.05
S48,0.0000002
Cl31,0.19
Cl32,0.298
Cl33,2.511
Cl34,1.5264
Cl36,9.50E+12
Cl38,2234.4
Cl39,3372
Cl40,81
Cl41,38.4
Cl42,6.8
Cl43,3.175
Cl44,0.65
Cl45,0.4
Cl46,0.232
Cl47,0.101
Cl48,0.0000002
Cl49,0.00000017
Cl50,0.00000062
Cl51,0.0000002
Ar31,0.0144
Ar32,0.098
Ar33,0.173
Ar34,0.8445
Ar35,1.7756
Ar37,3027456
Ar39,8488994400
Ar41,6576.6
Ar42,1038245040
Ar43,322.2
Ar44,712.2
Ar45,21.48
Ar46,8.4
Ar47,1.23
Ar48,0.424
Ar49,0.236
Ar50,0.106
Ar51,0.0000002
Ar52,0.00000062
Ar53,0.00000062
K35,0.178
K36,0.342
K37,1.226
K38,458.16
K40,3.94E+16
K42,44478
K43,80280
K44,1327.8
K45,1068.6
K46,105
K47,17.5
K48,6.83
K49,1.263
K50,0.472
K51,0.365
K52,0.11
K53,0.03
K54,0.01
K55,0.00000036
K56,0.00000002
Ca35,0.0257
Ca36,0.102
Ca37,0.1811
Ca38,0.44
Ca39,0.8596
Ca40,9.47E+28
Ca41,3.14E+12
Ca45,14049504
Ca46,8.84E+22
Ca47,391910.4
Ca48,1.83E+30
Ca49,523.08
Ca50,13.9
Ca51,10
Ca52,4.6
Ca53,0.461
Ca54,0.107
Ca55,0.022
Ca56,0.011
Ca57,0.00000062
Ca58,0.00000062
Sc40,0.1823
Sc41,0.5963
Sc42,0.6807
Sc43,14007.6
Sc44,14292
Sc46,7239456
Sc47,289370.88
Sc48,157212
Sc49,3430.8
Sc50,102.5
Sc51,12.4
Sc52,0.2
Sc53,2.4
Sc54,0.526
Sc55,0.096
Sc56,0.031
Sc57,0.002
Sc58,0.012
Sc59,0.00000036
Sc60,0.00000036
Sc61,0.00000036
Ti39,0.031
Ti40,0.0524
Ti41,0.0819
Ti42,0.20865
Ti43,0.509
Ti44,1893456000
Ti45,11088
Ti51,345.6
Ti52,102
Ti53,32.7
Ti54,2.1
Ti55,1.3
Ti56,0.2
Ti57,0.098
Ti58,0.058
Ti59,0.0285
Ti60,0.0222
Ti61,0.015
Ti62,0.00000062
Ti63,0.00000036
V43,0.0793
V44,0.111
V45,0.547
V46,0.4225
V47,1956
V48,1380110.4
V49,28512000
V50,6.63E+24
V52,224.58
V53,92.58
V54,49.8
V55,6.54
V56,0.216
V57,0.347
V58,0.19
V59,0.092
V60,0.04
V61,0.0483
V62,0.0335
V63,0.0196
V64,0.015
V65,0.00000036
V66,0.00000036
Cr42,0.0133
Cr43,0.0212
Cr44,0.0428
Cr45,0.0609
Cr46,0.26
Cr47,0.5
Cr48,77616
Cr49,2538
Cr50,4.10E+25
Cr51,2393496
Cr55,209.82
Cr56,356.4
Cr57,21.1
Cr58,7
Cr59,1.05
Cr60,0.492
Cr61,0.234
Cr62,0.2
Cr63,0.129
Cr64,0.0429
Cr65,0.028
Cr66,0.023
Cr68,0.00000006
Mn46,0.0362
Mn47,0.088
Mn48,0.1581
Mn49,0.382
Mn50,0.28319
Mn51,2772
Mn52,483062.4
Mn53,1.18E+14
Mn54,26974080
Mn56,9284.04
Mn57,85.4
Mn58,3
Mn59,4.59
Mn60,0.28
Mn61,0.709
Mn62,0.092
Mn63,0.276
Mn64,0.09
Mn65,0.0919
Mn66,0.065
Mn67,0.047
Mn68,0.028
Mn69,0.016
Mn70,0.00000036
Mn71,0.000000637
Fe45,0.00245
Fe46,0.013
Fe47,0.0219
Fe48,0.0453
Fe49,0.0647
Fe50,0.155
Fe51,0.305
Fe52,29790
Fe53,510.6
Fe55,86594054.4
Fe59,3844368
Fe60,8.27E+13
Fe61,358.8
Fe62,68
Fe63,6.1
Fe64,2
Fe65,0.81
Fe66,0.351
Fe67,0.395
Fe68,0.188
Fe69,0.162
Fe70,0.063
Fe71,0.035
Fe72,0.019
Fe73,0.000000633
Fe74,0.000000638
Co50,0.0388
Co51,0.0000002
Co52,0.104
Co53,0.24
Co54,0.193
Co55,63108
Co56,6673190.4
Co57,23478336
Co58,6122304
Co60,166344192
Co61,5936.4
Co62,90
Co63,27.4
Co64,0.3
Co65,1.16
Co66,0.209
Co67,0.329
Co68,0.099
Co69,0.18
Co70,0.014
Co71,0.08
Co72,0.0573
Co73,0.0405
Co74,0.0314
Co75,0.0265
Co76,0.0217
Co77,0.013
Ni48,0.0021
Ni49,0.0075
Ni50,0.0185
Ni51,0.0238
Ni52,0.0408
Ni53,0.0552
Ni54,0.1142
Ni55,0.2047
Ni56,524880
Ni57,128160
Ni59,2.40E+12
Ni63,3193629120
Ni65,9063
Ni66,196560
Ni67,21
Ni68,29
Ni69,11.4
Ni70,6
Ni71,2.56
Ni72,1.587
Ni73,0.842
Ni74,0.5077
Ni75,0.3318
Ni76,0.2347
Ni77,0.1584
Ni78,0.1222
Ni79,0.043
Ni80,0.024
Cu55,0.027
Cu56,0.093
Cu57,0.1963
Cu58,3.204
Cu59,81.5
Cu60,1422
Cu61,12020.4
Cu62,580.38
Cu64,45723.6
Cu66,307.2
Cu67,222588
Cu68,30.9
Cu69,171
Cu70,44.5
Cu71,19.4
Cu72,6.63
Cu73,4.2
Cu74,1.594
Cu75,1.224
Cu76,0.638
Cu77,0.4681
Cu78,0.335
Cu79,0.241
Cu80,0.17
Cu81,0.000000632
Cu82,0.000000636
Zn54,0.00159
Zn55,0.0198
Zn56,0.03
Zn57,0.038
Zn58,0.086
Zn59,0.182
Zn60,142.8
Zn61,89.1
Zn62,33069.6
Zn63,2308.2
Zn64,2.21E+28
Zn65,21075552
Zn69,3384
Zn70,7.26E+24
Zn71,147
Zn72,167400
Zn73,23.5
Zn74,95.6
Zn75,10.2
Zn76,5.7
Zn77,2.08
Zn78,1.47
Zn79,0.746
Zn80,0.5619
Zn81,0.3035
Zn82,0.228
Zn83,0.117
Zn84,0.000000633
Zn85,0.000000637
Ga60,0.07
Ga61,0.167
Ga62,0.116121
Ga63,32.4
Ga64,157.62
Ga65,912
Ga66,34164
Ga67,281810.88
Ga68,4062.6
Ga70,1268.4
Ga72,50760
Ga73,17496
Ga74,487.2
Ga75,126
Ga76,32.6
Ga77,13.2
Ga78,5.09
Ga79,2.847
Ga80,1.9
Ga81,1.217
Ga82,0.599
Ga83,0.3081
Ga84,0.085
Ga85,0.092
Ga86,0.043
Ga87,0.000000634
Ge59,0.00000036
Ge60,0.00000011
Ge61,0.044
Ge62,0.129
Ge63,0.15
Ge64,63.7
Ge65,30.9
Ge66,8136
Ge67,1134
Ge68,23408352
Ge69,140580
Ge71,987552
Ge75,4966.8
Ge77,40680
Ge78,5280
Ge79,18.98
Ge80,29.5
Ge81,7.6
Ge82,4.56
Ge83,1.85
Ge84,0.954
Ge85,0.503
Ge86,0.226
Ge87,0.14
Ge88,0.0000003
Ge89,0.0000003
Ge90,0.000000635
As64,0.018
As65,0.128
As66,0.09577
As67,42.5
As68,151.6
As69,912
As70,3156
As71,235080
As72,93600
As73,6937920
As74,1535328
As76,94538.88
As77,139788
As78,5442
As79,540.6
As80,15.2
As81,33.3
As82,19.1
As83,13.4
As84,4.02
As85,2.021
As86,0.945
As87,0.484
As88,0.2
As89,0.0000003
As90,0.0000003
As91,0.00000015
Se64,0.00000018
Se65,0.033
Se66,0.042
Se67,0.136
Se68,35.5
Se69,27.4
Se70,2466
Se71,284.4
Se72,725760
Se73,25740
Se75,10348992
Se79,1.03E+13
Se81,1107
Se83,1335
Se84,195.6
Se85,32.9
Se86,14.3
Se87,5.5
Se88,1.53
Se89,0.43
Se90,0.195
Se91,0.27
Se94,0.00000015
Se95,0.000000392
Br70,0.0791
Br71,21.4
Br72,78.6
Br73,204
Br74,1524
Br75,5802
Br76,58320
Br77,205329.6
Br78,387
Br80,1060.8
Br82,127015.2
Br83,8546.4
Br84,1905.6
Br85,174
Br86,55.1
Br87,55.65
Br88,16.34
Br89,4.357
Br90,1.92
Br91,0.543
Br92,0.314
Br93,0.102
Br94,0.07
Br95,0.00000015
Br96,0.00000015
Br97,0.0000003
Br98,0.000000634
Kr69,0.028
Kr70,0.04
Kr71,0.1
Kr72,17.1
Kr73,27.3
Kr74,690
Kr75,276
Kr76,53280
Kr77,4464
Kr78,4.73E+28
Kr79,126144
Kr81,7.23E+12
Kr85,338897066.4
Kr87,4578
Kr88,10170
Kr89,189
Kr90,32.32
Kr91,8.57
Kr92,1.84
Kr93,1.286
Kr94,0.212
Kr95,0.114
Kr96,0.08
Kr97,0.063
Kr98,0.046
Kr99,0.013
Kr100,0.007
Kr101,0.000000635
Rb74,0.0649
Rb75,19
Rb76,36.5
Rb77,226.2
Rb78,1059.6
Rb79,1374
Rb80,33.4
Rb81,16459.2
Rb82,75.45
Rb83,7447680
Rb84,2835648
Rb86,1610668.8
Rb87,1.57E+18
Rb88,1066.38
Rb89,919.2
Rb90,158
Rb91,58.2
Rb92,4.492
Rb93,5.84
Rb94,2.702
Rb95,0.3777
Rb96,0.203
Rb97,0.1691
Rb98,0.102
Rb99,0.054
Rb100,0.051
Rb101,0.032
Rb102,0.037
Rb103,0.023
Sr73,0.025
Sr74,0.027
Sr75,0.088
Sr76,7.89
Sr77,9
Sr78,160
Sr79,135
Sr80,6378
Sr81,1338
Sr82,2189376
Sr83,116676
Sr85,5602953.6
Sr89,4368643.2
Sr90,912014640
Sr91,34740
Sr92,9399.6
Sr93,445.8
Sr94,75.3
Sr95,23.9
Sr96,1.07
Sr97,0.429
Sr98,0.653
Sr99,0.269
Sr100,0.202
Sr101,0.118
Sr102,0.069
Sr103,0.053
Sr104,0.053
Sr105,0.039
Sr106,0.02
Sr107,0.000000395
Y76,0.0000002
Y77,0.057
Y78,0.053
Y79,14.8
Y80,30.1
Y81,70.4
Y82,8.3
Y83,424.8
Y84,2370
Y85,9648
Y86,53064
Y87,287280
Y88,9212486.4
Y90,230590.8
Y91,5055264
Y92,12744
Y93,36648
Y94,1122
Y95,618
Y96,5.34
Y97,3.75
Y98,0.548
Y99,1.484
Y100,0.735
Y101,0.45
Y102,0.36
Y103,0.23
Y104,0.197
Y105,0.095
Y106,0.079
Y107,0.0035
Y108,0.03
Y109,0.025
Zr78,0.00000017
Zr79,0.056
Zr80,4.6
Zr81,5.5
Zr82,32
Zr83,42
Zr84,1548
Zr85,471.6
Zr86,59400
Zr87,6048
Zr88,7205760
Zr89,282276
Zr93,5.08E+13
Zr95,5532364.8
Zr96,7.42E+26
Zr97,60296.4
Zr98,30.7
Zr99,2.1
Zr100,7.1
Zr101,2.3
Zr102,2.9
Zr103,1.32
Zr104,0.87
Zr105,0.67
Zr106,0.18
Zr107,0.146
Zr108,0.0774
Zr109,0.056
Zr110,0.0375
Zr111,0.024
Zr112,0.03
Nb82,0.05
Nb83,3.9
Nb84,9.8
Nb85,20.5
Nb86,88
Nb87,222
Nb88,873
Nb89,7308
Nb90,52560
Nb91,21459168000
Nb92,1.10E+15
Nb94,6.41E+11
Nb95,3023222.4
Nb96,84060
Nb97,4326
Nb98,2.86
Nb99,15
Nb100,1.5
Nb101,7.1
Nb102,4.3
Nb103,1.5
Nb104,4.9
Nb105,2.95
Nb106,1.02
Nb107,0.3
Nb108,0.198
Nb109,0.106
Nb110,0.086
Nb111,0.051
Nb112,0.033
Nb113,0.032
Nb114,0.017
Nb115,0.023
Mo81,0.00000045
Mo82,0.000000437
Mo83,0.006
Mo84,2.3
Mo85,3.2
Mo86,19.1
Mo87,14.02
Mo88,480
Mo89,126.6
Mo90,20016
Mo91,929.4
Mo93,1.26E+11
Mo99,237513.6
Mo100,2.30E+26
Mo101,876.6
Mo102,678
Mo103,67.5
Mo104,60
Mo105,35.6
Mo106,8.73
Mo107,3.5
Mo108,1.09
Mo109,0.66
Mo110,0.296
Mo111,0.186
Mo112,0.12
Mo113,0.08
Mo114,0.058
Mo115,0.0455
Mo116,0.032
Mo117,0.022
Mo118,0.019
Tc85,0.5
Tc86,0.055
Tc87,2.2
Tc88,6.4
Tc89,12.8
Tc90,8.7
Tc91,188.4
Tc92,255
Tc93,9900
Tc94,17580
Tc95,72000
Tc96,369792
Tc97,1.33E+14
Tc98,1.33E+14
Tc99,6.66E+12
Tc100,15.46
Tc101,841.2
Tc102,5.28
Tc103,54.2
Tc104,1098
Tc105,456
Tc106,35.6
Tc107,21.2
Tc108,5.17
Tc109,0.86
Tc110,0.92
Tc111,0.35
Tc112,0.271
Tc113,0.152
Tc114,0.1
Tc115,0.078
Tc116,0.057
Tc117,0.0445
Tc118,0.03
Tc119,0.022
Tc120,0.021
Tc121,0.022
Ru85,0.00000045
Ru86,0.000000438
Ru87,0.0000015
Ru88,1.2
Ru89,1.5
Ru90,11.7
Ru91,8
Ru92,219
Ru93,59.7
Ru94,3108
Ru95,5914.8
Ru97,244512
Ru103,3390940.8
Ru105,15984
Ru106,32123520
Ru107,225
Ru108,273
Ru109,34.5
Ru110,11.6
Ru111,2.12
Ru112,1.75
Ru113,0.8
Ru114,0.52
Ru115,0.318
Ru116,0.204
Ru117,0.151
Ru118,0.123
Ru119,0.0695
Ru120,0.045
Ru121,0.029
Ru122,0.025
Ru123,0.019
Ru124,0.015
Rh89,0.0000015
Rh90,0.012
Rh91,1.47
Rh92,5.7
Rh93,12.2
Rh94,66
Rh95,301.2
Rh96,594
Rh97,1842
Rh98,523.2
Rh99,1391040
Rh100,74880
Rh101,104140080
Rh102,17910720
Rh104,42.3
Rh105,127296
Rh106,30.07
Rh107,1302
Rh108,16.8
Rh109,80
Rh110,28.5
Rh111,11
Rh112,3.6
Rh113,2.8
Rh114,1.85
Rh115,0.99
Rh116,0.68
Rh117,0.44
Rh118,0.266
Rh119,0.171
Rh120,0.136
Rh121,0.151
Rh122,0.0000003
Rh123,0.042
Rh124,0.03
Rh125,0.0265
Rh126,0.019
Rh127,0.02
Pd91,0.000001
Pd92,0.7
Pd93,1
Pd94,9.6
Pd95,5
Pd96,122
Pd97,186
Pd98,1062
Pd99,1284
Pd100,313632
Pd101,30492
Pd103,1468022.4
Pd107,2.05E+14
Pd109,49324.32
Pd111,1404
Pd112,75744
Pd113,93
Pd114,145.2
Pd115,25
Pd116,11.8
Pd117,4.3
Pd118,1.9
Pd119,0.92
Pd120,0.492
Pd121,0.285
Pd122,0.175
Pd123,0.108
Pd124,0.038
Pd125,0.057
Pd126,0.0486
Pd127,0.038
Pd128,0.035
Ag94,0.026
Ag95,1.75
Ag96,4.4
Ag97,25.5
Ag98,47.5
Ag99,124
Ag100,120.6
Ag101,666
Ag102,774
Ag103,3942
Ag104,4152
Ag105,3567456
Ag106,1437.6
Ag108,142.92
Ag110,24.6
Ag111,643680
Ag112,11268
Ag113,19332
Ag114,4.6
Ag115,1200
Ag116,237
Ag117,72.8
Ag118,3.76
Ag119,6
Ag120,1.23
Ag121,0.78
Ag122,0.529
Ag123,0.3
Ag124,0.191
Ag125,0.159
Ag126,0.052
Ag127,0.109
Ag128,0.058
Ag129,0.046
Ag130,0.042
Ag131,0.035
Ag132,0.028
Cd96,1.03
Cd97,1.1
Cd98,9.2
Cd99,16
Cd100,49.1
Cd101,81.6
Cd102,330
Cd103,438
Cd104,3462
Cd105,3330
Cd106,1.14E+28
Cd107,23400
Cd108,6.00E+25
Cd109,39864960
Cd113,2.52E+23
Cd114,6.63E+25
Cd115,192456
Cd116,1.04E+27
Cd117,8964
Cd118,3018
Cd119,161.4
Cd120,50.8
Cd121,13.5
Cd122,5.24
Cd123,2.1
Cd124,1.25
Cd125,0.68
Cd126,0.515
Cd127,0.37
Cd128,0.28
Cd129,0.154
Cd130,0.162
Cd131,0.068
Cd132,0.097
Cd133,0.057
Cd134,0.065
In98,0.032
In99,3
In100,5.8
In101,15.1
In102,23.3
In103,65
In104,108
In105,304.2
In106,372
In107,1944
In108,3480
In109,15001.2
In110,17640
In111,242326.08
In112,892.8
In114,71.9
In115,1.39E+22
In116,14.1
In117,2592
In118,5
In119,144
In120,3.08
In121,23.1
In122,1.5
In123,6.17
In124,3.12
In125,2.36
In126,1.53
In127,1.09
In128,0.84
In129,0.611
In130,0.29
In131,0.28
In132,0.207
In133,0.165
In134,0.14
In135,0.092
In136,0.085
In137,0.065
Sn100,1.16
Sn101,1.7
Sn102,3.8
Sn103,7
Sn104,20.8
Sn105,32.7
Sn106,115
Sn107,174
Sn108,618
Sn109,1080
Sn110,14796
Sn111,2118
Sn113,9943776
Sn121,97308
Sn123,11162880
Sn124,3.79E+28
Sn125,832896
Sn126,7.26E+12
Sn127,7560
Sn128,3544.2
Sn129,133.8
Sn130,223.2
Sn131,56
Sn132,39.7
Sn133,1.46
Sn134,1.05
Sn135,0.53
Sn136,0.29
Sn137,0.19
Sn138,0.14
Sn139,0.13
Sb103,0.0000015
Sb104,0.44
Sb105,1.22
Sb106,0.6
Sb107,4
Sb108,7.4
Sb109,17
Sb110,23
Sb111,75
Sb112,53.5
Sb113,400.2
Sb114,209.4
Sb115,1926
Sb116,948
Sb117,10080
Sb118,216
Sb119,137484
Sb120,953.4
Sb122,235336.32
Sb124,5201280
Sb125,87053533.06
Sb126,1067040
Sb127,332640
Sb128,32580
Sb129,15717.6
Sb130,2370
Sb131,1381.8
Sb132,167.4
Sb133,140.4
Sb134,0.78
Sb135,1.679
Sb136,0.923
Sb137,0.492
Sb138,0.348
Sb139,0.093
Sb140,0.000000407
Te105,0.00000062
Te106,0.00007
Te107,0.0031
Te108,2.1
Te109,4.6
Te110,18.6
Te111,19.3
Te112,120
Te113,102
Te114,912
Te115,348
Te116,8964
Te117,3720
Te118,518400
Te119,57780
Te121,1656288
Te123,2.90E+24
Te127,33660
Te128,7.61E+31
Te129,4194
Te130,9.47E+31
Te131,1500
Te132,276825.6
Te133,750
Te134,2508
Te135,19
Te136,17.63
Te137,2.49
Te138,1.4
Te139,0.00000015
Te140,0.0000003
Te141,0.00000015
Te143,0.000000408
I108,0.036
I109,0.0000935
I110,0.65
I111,2.5
I112,3.34
I113,6.6
I114,2.1
I115,78
I116,2.91
I117,133.2
I118,822
I119,1146
I120,4896
I121,7632
I122,217.8
I123,47604.6
I124,360806.4
I125,5132764.8
I126,1117152
I128,1499.4
I129,4.95E+14
I130,44496
I131,693377.28
I132,8262
I133,74988
I134,3150
I135,23688
I136,83.4
I137,24.5
I138,6.23
I139,2.28
I140,0.86
I141,0.43
I142,0.222
I143,0.13
I144,0.0000003
I145,0.000000407
Xe109,0.013
Xe110,0.093
Xe111,0.81
Xe112,2.7
Xe113,2.74
Xe114,10
Xe115,18
Xe116,59
Xe117,61
Xe118,228
Xe119,348
Xe120,2400
Xe121,2406
Xe122,72360
Xe123,7488
Xe124,5.05E+21
Xe125,60840
Xe127,3140294.4
Xe133,453384
Xe134,1.83E+30
Xe135,32904
Xe136,7.57E+28
Xe137,229.08
Xe138,848.4
Xe139,39.68
Xe140,13.6
Xe141,1.73
Xe142,1.23
Xe143,0.511
Xe144,0.388
Xe145,0.188
Xe146,0.146
Xe147,0.1
Xe148,0.000000408
Cs112,0.00049
Cs113,0.0000177
Cs114,0.57
Cs115,1.4
Cs116,0.7
Cs117,8.4
Cs118,14
Cs119,43
Cs120,61.3
Cs121,155
Cs122,21.18
Cs123,352.8
Cs124,30.9
Cs125,2802
Cs126,98.4
Cs127,22500
Cs128,219.6
Cs129,115416
Cs130,1752.6
Cs131,837129.6
Cs132,559872
Cs134,65172755.52
Cs135,7.26E+13
Cs136,1126656
Cs137,949252608
Cs138,2004.6
Cs139,556.2
Cs140,63.7
Cs141,24.84
Cs142,1.684
Cs143,1.791
Cs144,0.994
Cs145,0.587
Cs146,0.322
Cs147,0.23
Cs148,0.146
Cs149,0.05
Cs150,0.05
Cs151,0.05
Ba114,0.43
Ba115,0.45
Ba116,1.3
Ba117,1.75
Ba118,5.5
Ba119,5.4
Ba120,24
Ba121,29.7
Ba122,117
Ba123,162
Ba124,660
Ba125,198
Ba126,6000
Ba127,762
Ba128,209952
Ba129,8028
Ba131,993600
Ba132,9.47E+28
Ba133,332964237.6
Ba139,4983.6
Ba140,1101833.28
Ba141,1096.2
Ba142,636
Ba143,14.5
Ba144,11.5
Ba145,4.31
Ba146,2.22
Ba147,0.894
Ba148,0.612
Ba149,0.344
Ba150,0.3
Ba151,0.0000003
Ba152,0.000000406
La117,0.0235
La120,2.8
La121,5.3
La122,8.6
La123,17
La124,29.21
La125,64.8
La126,54
La127,306
La128,310.8
La129,696
La130,522
La131,3540
La132,17280
La133,14083.2
La134,387
La135,70200
La136,592.2
La137,1.89E+12
La138,3.22E+18
La140,145026.72
La141,14112
La142,5466
La143,852
La144,40.8
La145,24.8
La146,6.27
La147,4.06
La148,1.26
La149,1.05
La150,0.59
La151,0.0000003
La152,0.00000015
La153,0.0000001
Ce121,1.1
Ce123,3.8
Ce124,6
Ce125,9.7
Ce126,51
Ce127,34
Ce128,235.8
Ce129,210
Ce130,1374
Ce131,618
Ce132,12636
Ce133,5820
Ce134,273024
Ce135,63720
Ce136,2.21E+21
Ce137,32400
Ce138,2.84E+21
Ce139,11892182.4
Ce141,2808950.4
Ce142,1.58E+24
Ce143,118940.4
Ce144,24616224
Ce145,180.6
Ce146,809.4
Ce147,56.4
Ce148,56.8
Ce149,5.3
Ce150,4
Ce151,1.76
Ce152,1.4
Ce153,0.0000001
Ce154,0.0000001
Ce155,0.0000003
Pr121,0.01
Pr122,0.5
Pr123,0.8
Pr124,1.2
Pr125,3.3
Pr126,3.14
Pr127,4.2
Pr128,2.85
Pr129,30
Pr130,40
Pr131,90.6
Pr132,96
Pr133,390
Pr134,660
Pr135,1440
Pr136,786
Pr137,4608
Pr138,87
Pr139,15876
Pr140,203.4
Pr142,68832
Pr143,1172448
Pr144,1036.8
Pr145,21542.4
Pr146,1449
Pr147,804
Pr148,137.4
Pr149,135.6
Pr150,6.19
Pr151,18.9
Pr152,3.57
Pr153,4.28
Pr154,2.3
Pr155,0.0000003
Pr156,0.0000003
Nd125,0.65
Nd126,0.0000002
Nd127,1.8
Nd128,5
Nd129,6.7
Nd130,21
Nd131,25.4
Nd132,94
Nd133,70
Nd134,510
Nd135,744
Nd136,3039
Nd137,2310
Nd138,18144
Nd139,1782
Nd140,291168
Nd141,8964
Nd144,7.23E+22
Nd147,948672
Nd149,6220.8
Nd150,2.87E+26
Nd151,746.4
Nd152,684
Nd153,31.6
Nd154,25.9
Nd155,8.9
Nd156,5.06
Nd157,0.1
